item_id	variable_definition
49766	Please rate this employee in terms of the following qualities on a 7-point scale ranging from (1) unsatisfactory to (7) excellent: quality of work.
49767	Please rate this employee in terms of the following qualities on a 7-point scale ranging from (1) unsatisfactory to (7) excellent: initiative.
49768	Please rate this employee in terms of the following qualities on a 7-point scale ranging from (1) unsatisfactory to (7) excellent: judgment.
49769	Please rate this employee in terms of the following qualities on a 7-point scale ranging from (1) unsatisfactory to (7) excellent: planning.
49770	Please rate this employee in terms of the following qualities on a 7-point scale ranging from (1) unsatisfactory to (7) excellent: accuracy.
49771	Please rate this employee in terms of the following qualities on a 7-point scale ranging from (1) unsatisfactory to (7) excellent: responsibility.
49772	Please rate this employee in terms of the following qualities on a 7-point scale ranging from (1) unsatisfactory to (7) excellent: commitment to the organization.
49773	Please rate this employee in terms of the following qualities on a 7-point scale ranging from (1) unsatisfactory to (7) excellent: commitment to the job.
49774	Please rate this employee in terms of the following qualities on a 7-point scale ranging from (1) unsatisfactory to (7) excellent: cooperation.
49775	Please rate this employee in terms of the following qualities on a 7-point scale ranging from (1) unsatisfactory to (7) excellent: honesty.
49776	Please rate this employee in terms of the following qualities on a 7-point scale ranging from (1) unsatisfactory to (7) excellent: interpersonal relationships.
49777	Please rate this employee in terms of the following qualities on a 7-point scale ranging from (1) unsatisfactory to (7) excellent: attitude.
49778	Please rate this employee in terms of the following qualities on a 7-point scale ranging from (1) unsatisfactory to (7) excellent: loyalty to organization.
49779	Please rate this employee in terms of the following qualities on a 7-point scale ranging from (1) unsatisfactory to (7) excellent: loyalty to supervisor.
49780	Please rate this employee in terms of the following qualities on a 7-point scale ranging from (1) unsatisfactory to (7) excellent: dependability.
49781	Please rate this employee in terms of the following qualities on a 7-point scale ranging from (1) unsatisfactory to (7) excellent: communication skills.
49782	Please rate this employee in terms of the following qualities on a 7-point scale ranging from (1) unsatisfactory to (7) excellent: punctuality.
49783	To what extent do each of the following factors contribute to the individual's SATISFACTORY performance? Possesses the appropriate skills.
49784	To what extent do each of the following factors contribute to the individual's SATISFACTORY performance? Works very hard.
49785	To what extent do each of the following factors contribute to the individual's SATISFACTORY performance? Is lucky.
49786	To what extent do each of the following factors contribute to the individual's SATISFACTORY performance? Job is very easy.
49787	How would you rate this individual's chances for promotion to a higher position sometime during his or her career with the company?
49840	Was the problem interesting?
49869	I believe the system’s conclusions are true or reasonable.
49870	I believe the system’s conclusions are true or reasonable.
49871	How much importance should be given to this factor  local units' perceived need for independence  in determining the distribution of a new information system (the degree to which control for the application's data  hardware  and software is centralized or decentralized  or some compromise or combination of both)?
49872	How much importance should be given to this factor  top management's beliefs about how the company should be run  in determining the distribution of a new information system (the degree to which control for the application's data  hardware  and software is centralized or decentralized  or some compromise or combination of both)?
49873	How much importance should be given to this factor  local units' ability to run independently  in determining the distribution of a new information system (the degree to which control for the application's data  hardware  and software is centralized or decentralized  or some compromise or combination of both)?
49874	How much importance should be given to this factor  local vs. corporate financial sponsorship of the system  in determining the distribution of a new information system (the degree to which control for the application's data  hardware  and software is centralized or decentralized  or some compromise or combination of both)?
49875	How much importance should be given to this factor  diversity of information processing requirements among local units  in determining the distribution of a new information system (the degree to which control for the application's data  hardware  and software is centralized or decentralized  or some compromise or combination of both)?
49876	How much importance should be given to this factor  interdependence of local units' activities  in determining the distribution of a new information system (the degree to which control for the application's data  hardware  and software is centralized or decentralized  or some compromise or combination of both)?
49877	How much importance should be given to this factor  providing reliable and consistent services to all relevant units  in determining the distribution of a new information system (the degree to which control for the application's data  hardware  and software is centralized or decentralized  or some compromise or combination of both)?
49878	How much importance should be given to this factor  local units' daily information requirements  in determining the distribution of a new information system (the degree to which control for the application's data  hardware  and software is centralized or decentralized  or some compromise or combination of both)?
49879	How much importance should be given to this factor  amount of data sharing and routine communication needed among organizational units  in determining the distribution of a new information system (the degree to which control for the application's data  hardware  and software is centralized or decentralized  or some compromise or combination of both)?
49880	How much importance should be given to this factor  amount of non-routine and interpersonal communication needed among organizational units  in determining the distribution of a new information system (the degree to which control for the application's data  hardware  and software is centralized or decentralized  or some compromise or combination of both)?
49881	How much importance should be given to this factor  providing the organizational units with information for 24 hours a day  seven days a week  in determining the distribution of a new information system (the degree to which control for the application's data  hardware  and software is centralized or decentralized  or some compromise or combination of both)?
49882	How much importance should be given to this factor  reducing and/or preventing backlogs of software development work  in determining the distribution of a new information system (the degree to which control for the application's data  hardware  and software is centralized or decentralized  or some compromise or combination of both)?
49883	How much importance should be given to this factor  degree of standardization required across the organization's operations  in determining the distribution of a new information system (the degree to which control for the application's data  hardware  and software is centralized or decentralized  or some compromise or combination of both)?
49884	How much importance should be given to this factor  criticality of the system for organization-wide coordination and control  in determining the distribution of a new information system (the degree to which control for the application's data  hardware  and software is centralized or decentralized  or some compromise or combination of both)?
49885	How much importance should be given to this factor  criticality of the system for local units' responsiveness to their environment  in determining the distribution of a new information system (the degree to which control for the application's data  hardware  and software is centralized or decentralized  or some compromise or combination of both)?
49886	How much importance should be given to this factor  capability for disaster recovery  in determining the distribution of a new information system (the degree to which control for the application's data  hardware  and software is centralized or decentralized  or some compromise or combination of both)?
49887	How much importance should be given to this factor  ensuring data security  in determining the distribution of a new information system (the degree to which control for the application's data  hardware  and software is centralized or decentralized  or some compromise or combination of both)?
49888	How much importance should be given to this factor  accessibility of local information by corporate management  in determining the distribution of a new information system (the degree to which control for the application's data  hardware  and software is centralized or decentralized  or some compromise or combination of both)?
49889	How much importance should be given to this factor  minimizing hardware costs  in determining the distribution of a new information system (the degree to which control for the application's data  hardware  and software is centralized or decentralized  or some compromise or combination of both)?
49890	How much importance should be given to this factor  minimizing communications costs  in determining the distribution of a new information system (the degree to which control for the application's data  hardware  and software is centralized or decentralized  or some compromise or combination of both)?
49891	How much importance should be given to this factor  maximizing return from existing hardware and software base  in determining the distribution of a new information system (the degree to which control for the application's data  hardware  and software is centralized or decentralized  or some compromise or combination of both)?
49892	How much importance should be given to this factor  minimizing software costs  in determining the distribution of a new information system (the degree to which control for the application's data  hardware  and software is centralized or decentralized  or some compromise or combination of both)?
49893	How much importance should be given to this factor  cultural differences among organizational units  in determining the distribution of a new information system (the degree to which control for the application's data  hardware  and software is centralized or decentralized  or some compromise or combination of both)?
49894	How much importance should be given to this factor  language differences among organizational units  in determining the distribution of a new information system (the degree to which control for the application's data  hardware  and software is centralized or decentralized  or some compromise or combination of both)?
49895	How much importance should be given to this factor  differences in work ethics  practices  and conditions among organizational units  in determining the distribution of a new information system (the degree to which control for the application's data  hardware  and software is centralized or decentralized  or some compromise or combination of both)?
49896	How much importance should be given to this factor  computer literacy in organizational units  in determining the distribution of a new information system (the degree to which control for the application's data  hardware  and software is centralized or decentralized  or some compromise or combination of both)?
49897	How much importance should be given to this factor  complying with government data sharing regulations  in determining the distribution of a new information system (the degree to which control for the application's data  hardware  and software is centralized or decentralized  or some compromise or combination of both)?
49898	How much importance should be given to this factor  complying with government constraints on the purchase of computing equipment and services  in determining the distribution of a new information system (the degree to which control for the application's data  hardware  and software is centralized or decentralized  or some compromise or combination of both)?
49899	How much importance should be given to this factor  industrial and economic development in areas where organizational units are located  in determining the distribution of a new information system (the degree to which control for the application's data  hardware  and software is centralized or decentralized  or some compromise or combination of both)?
49900	How much importance should be given to this factor  stability of the government in areas where organizational units are located  in determining the distribution of a new information system (the degree to which control for the application's data  hardware  and software is centralized or decentralized  or some compromise or combination of both)?
49901	How much importance should be given to this factor  size of local units and their markets  in determining the distribution of a new information system (the degree to which control for the application's data  hardware  and software is centralized or decentralized  or some compromise or combination of both)?
49902	How much importance should be given to this factor  use of different monetary systems among organizational units  in determining the distribution of a new information system (the degree to which control for the application's data  hardware  and software is centralized or decentralized  or some compromise or combination of both)?
49903	How much importance should be given to this factor  availability of IS expertise in local units  in determining the distribution of a new information system (the degree to which control for the application's data  hardware  and software is centralized or decentralized  or some compromise or combination of both)?
49904	It has taken a lot of time and effort for us to learn the key factors of the focal carrier's organization for us to be effective.
49905	Our sales people have spent much time and effort learning the skills needed to sell this specific product.
49906	The discussions that I have with this carrier's sales representatives are usually not very productive.
49907	My discussions of areas of disagreement with the sales representatives create more problems than they solve.
49908	It would be relatively easy for us to move our business away from this carrier.
49909	With this carrier's sales representative  I frequently discuss our overall business strategy in a general way.
49910	If rewarded with the appropriate incentives  we would be willing to move market share toward a particular carrier.
49911	If considered in our own interest  we would be willing to move market share toward a particular carrier.
49912	While performing the task  the user must continually direct the system to perform whatever specific activities are desired.
49913	Use of the system significantly reduces the skills or knowledge required to successfully perform the task.
49914	A substantial percentage of the task performer's time was spent on routine procedures which did not vary much from task to task.
49915	How was the percentage of time spent on routine procedures affected?
49916	The task was arranged such that a single task performer would not be involved in the task from beginning to end.
49917	How was the ability of an individual to be involved in the task from beginning to end affected?
49918	How well an individual performed the task had a significant impact upon the work of others or upon the quality of the product or service being delivered.
49919	How was impact of how well an individual performed affected?
49920	The task performer often had to make important decisions regarding  what to do next  in the course of performing the task.
49921	How was the number of important  what to do next  decisions to be made by the task performer affected?
49922	Primary reason for code: is a deterrent to employee misconduct because it hints that the employee will be punished if the employee breaks the code.
49923	Primary reason for code: is a deterrent to employee misconduct because it stipulates the punishment the employee will receive if the employee breaks the code.
49924	Primary reason for code: used to educate employees on acceptable behavior in the workplace. It is not for enforcement of proper behavior.
49925	Primary reason for code: provides evidence in any court system to show that the company is making a concerted effort to prevent and detect corporate misconduct.
49926	Primary reason for code: is good public relations; it makes the company appear more ethical and concerned about social issues.
49927	Primary reason for code:  Other: Please describe.
49928	You can't blame basically good people who are forced by their environment to be inconsiderate of others.
49929	When you consider how hard it is for an honest person to get ahead  it is easier to forgive those who deceive others in business.
49930	I wouldn't feel that I had to do my part in a group project if everyone else was lazy.
49931	Computer users like this one (who cracks into a system) provide a service because they point out computer system weaknesses.
49932	The manager was using the services she paid for and so had a right to do what she did (identify a competitor's customers).
49933	Because of the vice president's orders (to beat the competitors any way she could)  the manager is not responsible for her actions (i.e.  crashing the system).
49934	Harming an individual is more wrong than harming a company.
49935	Stealing from companies is not as wrong as stealing from individuals.
49936	It is OK to steal from a large company if it benefits an individual.
49937	It is OK to take advantage of a big company whenever possible  even if it means harming the company.
49938	I would do the same thing if I knew how.
49941	Employee answers the phone promptly and courteously.
49942	Employee checks all screens available for better quality of work.
49943	Employee maintains a calm  professional tone of voice while dealing with customers.
49944	Employee performs all online direct input on customer accounts.
49945	In general  the quality of the work produced for the [line organization] by the [IS organization] is: non-existent—extremely strong.
49946	In general  the efficiency of the [IS organization] in performing its work for the [line organization] is: non-existent—extremely strong.
49947	The level of understanding of the [line organization] for the work environment (problems  tasks  roles  etc.) of the [IS organization] is: non-existent—extremely strong.
49948	The level of understanding of the [IS organization] for the work environment (problems  tasks  roles  etc.) of the [line organization] is: non-existent—extremely strong.
49949	The level of appreciation that the [line organization] has for the accomplishments of the [IS organization] is: non-existent—extremely strong.
49950	The level of appreciation that the [IS organization] has for the accomplishments of the [line organization] is: non-existent—extremely strong.
49951	The level of appreciation that the [IS organization] and the [line organization] have for each other's accomplishments is: non-existent—extremely strong.
49952	The level of trust that exists between the [IS organization] and the [line organization] is: non-existent—extremely strong.
49953	The reputation of the [line organization] for meeting its commitments to the [IS organization] is: non-existent—extremely strong.
49954	The reputation of the [IS organization] for meeting its commitments to the [line organization] is: non-existent—extremely strong.
49955	In general  the level of influence that members of the [IS organization] and the [line organization] have on each other's key decisions and policies is: non-existent—extremely strong.
49956	In general  the ability of members of the [IS organization] and the [line organization] to affect each other's key decisions and policies is: non-existent—extremely strong.
49957	In general  the level of influence that members of the [line organization] have on key decisions and policies of the [IS organization] is: non-existent—extremely strong.
49958	In general  the level of influence that members of the [IS organization] have on key decisions and policies of the [line organization] is: non-existent—extremely strong.
49959	In general  the ability of members of the [line organization] to affect key policies and decisions of the [IS organization] is: non-existent—extremely strong.
49960	In general  the ability of members of the [IS organization] to affect key policies and decisions of the [line organization] is: non-existent—extremely strong.
49961	To what extent did the information contributed by others cause you to re-evaluate your choice (even if you did not change it)?
49962	To what extent did something someone else contributed make you take a second look at your choice (whether you changed your mind or not)?
49963	To what extent did the information contributed by others affect your decision (whether you changed your original decision or not)?
49964	How do you feel about the process by which your group made its decision?
49965	How do you feel about the group's discussions?
49966	All in all  how do you feel?
49967	To what extent did you enjoy participating in this meeting?
49968	I am not sure that all the information that others contributed is accurate.
49969	Some people did not contribute accurate information.
49970	I am not sure I completely believe everything that others contributed.
49971	I am convinced that all the information everyone contributed was accurate.
49972	Does your existing computing system serve the needs of the company?
49973	Are you satisfied with the price/performance of your system?
49974	They will have up-to-date hardware and software.
49975	Their physical facilities will be visually appealing.
49976	Their employees will be well dressed and neat in appearance.
49977	The appearance of the physical facilities of these IS units will be in keeping with the kind of services provided.
49978	When these IS units promise to do something by a certain time  they will do so.
49979	When users have a problem  these IS units will show a sincere interest in solving it.
49980	These IS units will be dependable.
49981	The behavior of employees will instill confidence in users.
49982	Users will feel safe in their transactions with these IS units employees.
49983	Employees will be consistently courteous with users.
49984	Employees will have the knowledge to do their job well.
49985	These IS units will give users individual attention.
49986	These IS units will have operating hours convenient to all their users.
49987	These IS units will have employees who give users personal attention.
49988	These IS units will have the users' best interests at heart.
49989	The employees of these IS units will understand the specific needs of their users.
49990	They will provide their services at the times they promise to do so.
49991	They will insist on error-free records.
49992	They will tell users exactly when services will be performed.
49993	Employees will give prompt service to users.
49994	Employees will always be willing to help users.
49995	Employees will never be too busy to respond to users' requests.
49996	IS has up-to-date hardware and software.
49997	IS's physical facilities are visually appealing.
49998	IS's employees are well dressed and neat in appearance.
49999	The appearance of the physical facilities of IS is in keeping with the kind of services provided.
50000	When IS promises to do something by a certain time  it does so.
50001	When users have a problem  IS shows a sincere interest in solving it.
50002	IS is dependable.
50003	IS provides its services at the times it promises to do so.
50004	IS insists on error-free records.
50005	IS tell users exactly when services will be performed.
50006	IS employees give prompt service to users.
50007	IS employees are always willing to help users.
50008	IS employees are never be too busy to respond to users' requests.
50009	The behavior of IS employees instills confidence in users.
50010	Users will feel safe in their transactions with IS's employees.
50011	IS employees are consistently courteous with users.
50012	IS employees have the knowledge to do their job well.
50013	IS gives users individual attention.
50014	IS has operating hours convenient to all its users.
50015	IS has employees who give users personal attention.
50016	IS has the users' best interests at heart.
50017	Employees of IS understand the specific needs of its users.
50018	Overall  how would you rate the quality of service provided by IS?
50019	Determining the number of IS supervisors required is done by: lower management — above the CIO.
50020	Appointment of IS supervisory staff is done by: lower management — above the CIO.
50021	Promotion of IS supervisory staff is done by: lower management — above the CIO.
50022	Salary increase of IS supervisory staff is done by: lower management — above the CIO.
50023	Dismissal of IS supervisor is done by: lower management — above the CIO.
50024	Selection of type or brand for new main-frame computer is done by: lower management — above the CIO.
50025	Selection of type or brand for new PCs/Workstations is done by: lower management — above the CIO.
50026	Selection of type or brand for DBMS software is done by: lower management — above the CIO.
50027	Selection of type or brand for data dictionary is done by: lower management — above the CIO.
50028	Selection of type for data communication service is done by: lower management — above the CIO.
50029	Scheduling development tasks is done by: lower management — above the CIO.
50030	Setting standards for data definition is done by: lower management — above the CIO.
50031	End-user training methods to be used is done by: lower management — above the CIO.
50032	To determine data access control method is done by: lower management — above the CIO.
50033	To (re)schedule responsibilities/areas of work of senior analyst/programmers is done by: lower management — above the CIO.
50034	To determine a new systems development project is done by: lower management — above the CIO.
50035	Setting end-user requirements priority is done by: lower management — above the CIO.
50036	Buy or development  decision for application software is done by: lower management — above the CIO.
50037	Creation of a new information center is done by: lower management — above the CIO.
50038	Creation of a new project team is done by: lower management — above the CIO.
50039	Extent of success in maintaining data integrity: not successful - very successful.
50040	Extent of success in maintaining data accuracy: not successful - very successful.
50041	Extent of success in maintaining data security: not successful - very successful.
50042	Extent of success in providing timely data: not successful - very successful.
50043	Extent of success in maintaining data availability: not successful - very successful.
50044	Extent of success in efficient data distribution: not successful - very successful.
50045	Extent of success in developing strategic plans for data as corporate resource: not successful - very successful.
50046	Extent of success in developing long-range plans for database: not successful - very successful.
50047	Extent of success in identifying your company's information needs: not successful - very successful.
50048	Extent of success in establishing priorities of information needs: not successful - very successful.
50049	Extent of success in training end users: not successful - very successful.
50050	Extent of success in providing consulting to end users: not successful - very successful.
50051	Extent of success in training data processing personnel: not successful - very successful.
50052	Extent of success in providing consulting to data processing personnel: not successful - very successful.
50053	Extent of success in maintaining data dictionary: not successful - very successful.
50054	Extent of success in setting standards for data definition: not successful - very successful.
50055	Extent of success in enforcing data standards: not successful - very successful.
50056	Extent of success in reducing data redundancy: not successful - very successful.
50057	Extent of success in promoting data sharing: not successful - very successful.
50058	We have the scale and volume to justify internal data processing management and operations.
50059	An external data processing service-provider would be able to reduce our hardware costs.
50060	An external data processing service-provider would be able to reduce our software costs.
50061	An external data processing service-provider would be able to reduce our information systems personnel costs.
50062	It is cheaper to manage our own data processing facilities and services than to rely on external data processing service-providers.
50063	There would be significant problems associated with negotiating a contract or agreement (e.g.  agreeing on conditions  prices  etc.) with an external service-provider for our data processing services.
50064	External data processing service-providers would have to be closely and constantly monitored to ensure that they adhere to our contractual terms and conditions.
50065	It would be very difficult to modify our contracts or agreements with external data processing service-providers once a contract is signed.
50066	Compared with our peer banks  our bank has more money that could be invested in data processing financial slack services and operations.
50067	We are facing tighter data processing budget limitations than we did three years ago.
50075	For each of the IS activities listed below  please circle the number corresponding to the DEGREE to which decisions concerning IS management and operational control are made internally by your bank personnel  jointly (cooperatively) by your bank personnel and those of an external service-provider  or externally by those of an external service-provider:  Information systems strategy.
50076	For each of the IS activities listed below  please circle the number corresponding to the DEGREE to which decisions concerning IS management and operational control are made internally by your bank personnel  jointly (cooperatively) by your bank personnel and those of an external service-provider  or externally by those of an external service-provider:  Information technology planning.
50077	For each of the IS activities listed below  please circle the number corresponding to the DEGREE to which decisions concerning IS management and operational control are made internally by your bank personnel  jointly (cooperatively) by your bank personnel and those of an external service-provider  or externally by those of an external service-provider:  Capacity management.
50078	For each of the IS activities listed below  please circle the number corresponding to the DEGREE to which decisions concerning IS management and operational control are made internally by your bank personnel  jointly (cooperatively) by your bank personnel and those of an external service-provider  or externally by those of an external service-provider:  Production scheduling.
50079	For each of the IS activities listed below  please circle the number corresponding to the DEGREE to which decisions concerning IS management and operational control are made internally by your bank personnel  jointly (cooperatively) by your bank personnel and those of an external service-provider  or externally by those of an external service-provider:  Human resources management.
50080	For each of the IS activities listed below  please circle the number corresponding to the DEGREE to which decisions concerning IS management and operational control are made internally by your bank personnel  jointly (cooperatively) by your bank personnel and those of an external service-provider  or externally by those of an external service-provider:  Security management.
50081	For each of the IS activities listed below  please circle the number corresponding to the DEGREE to which decisions concerning IS management and operational control are made internally by your bank personnel  jointly (cooperatively) by your bank personnel and those of an external service-provider  or externally by those of an external service-provider: Network management.
50082	For each of the IS activities listed below  please circle the number corresponding to the DEGREE to which decisions concerning IS management and operational control are made internally by your bank personnel  jointly (cooperatively) by your bank personnel and those of an external service-provider  or externally by those of an external service-provider:  Personal computer (PC) management.
50083	Compared to our peer banks  our IS facilities and services require technical skills that are relatively unique.
50084	To process our data  external service-providers would have to make substantial investments in equipment and software tailored to our needs.
50085	Our data processing operations are more complex than the data processing operations of peer banks.
50086	We use more hardware platforms and multiple systems configurations than most of our peer banks.
50087	Our banking software portfolio is more sophisticated and complex than those of peer banks.
50088	There are a sufficient number of reputable external service-providers who potentially could provide IS presence facilities and services to our banks.
50089	There are a sufficient number of trustworthy external service-providers who potentially could provide IS facilities and services to our banks.
50090	If we decide to terminate inhouse IS operations  there are other external service-providers who could provide us with the same level of IS facilities and services.
50091	We check Inventory Locator Service (ILS) only when we are unable to obtain a part from the OEM or one of our regular distributors.
50092	Our primary use of Inventory Locator Service (ILS) is to find a needed part during aircraft on ground (AOG) purchases.
50093	We routinely check Inventory Locator Service (ILS) even for non-aircraft on ground (AOG) purchases so that we can be sure of buying at the lowest price.
50094	Our use of Inventory Locator Service (ILS) for aircraft on ground (AOG) purchases would be much higher if suppliers listed their prices on the system.
50095	Our use of Inventory Locator Service (ILS) for non-aircraft on ground (AOG) purchases would be much higher if suppliers listed their prices on the system.
50096	For non-aircraft on ground (AOG) purchases  we use Inventory Locator Service (ILS) largely to gather market intelligence so that we can negotiate better terms with our regular suppliers.
50097	Inventory Locator Service (ILS) has helped us lower the prices we pay for aircraft on ground (AOG) purchases.
50098	Inventory Locator Service (ILS) has had no impact on the prices we pay for non-aircraft on ground (AOG) purchases.
50099	Inventory Locator Service (ILS) has considerably broadened the base of suppliers with whom we place our aircraft on ground (AOG) orders.
50100	Inventory Locator Service (ILS) has considerably broadened the base of suppliers with whom we place our non-aircraft on ground (AOG) orders.
50101	Because Inventory Locator Service (ILS) makes it easier for buyers to locate and compare suppliers  there has been an overall reduction in the prices of used parts in the industry.
50102	Because Inventory Locator Service (ILS) allows us to search the market easily to locate a part  we have considerably reduced our use of brokers.
50103	Because Inventory Locator Service (ILS) has made it easier for us to locate a part in short time  we now maintain significantly lower inventory levels.
50104	Inventory Locator Service (ILS) has increased competition by making it easier for new firms to enter the industry.
50105	By making it easier for us to search the used parts market segment  Inventory Locator Service (ILS) has motivated us to increase the proportion of used parts we buy.
50106	Inventory Locator Service (ILS) will ultimately hurt OEMs by increasing the proportion of used parts purchased by final buyers.
50107	We hesitate to buy from a new supplier because we cannot be sure of the quality of the parts we will get.
50108	How do you feel about the process by which you generated ideas?
50109	How do you feel about the ideas proposed?
50110	How satisfied were you with the computer application your group used to discuss this problem?
50111	Overall  how enjoyable did you find your experience in this group?
50112	For this idea generation session did you: have as much time as you needed - want more time?
50113	Did you have enough time to review other comments and ideas?
50114	Considering all the ideas you thought of  did you: have time to express all your ideas - not have time to express all ideas?
50115	How would you rate the information systems units skills in the following areas: object-oriented languages and systems?
50116	How would you rate the information systems units skills in the following areas: fourth generation programming languages?
50117	How would you rate the information systems units skills in the following areas: client-Server application development?
50118	Please indicate the extent to which you have implemented the following technologies to support customer service: scanning/imaging technology.
50119	Please indicate the extent to which you have implemented the following technologies to support customer service: network with agents/brokers.
50120	Please indicate the extent to which you have implemented the following technologies to support customer service: web-enabled customer interaction.
50121	Please indicate the extent to which you have implemented the following technologies to support customer service: call tracking/customer relationship management system.
50123	Please indicate the extent to which you have implemented the following technologies to support customer service: computer telephony integration (CTI).
50124	Please indicate the extent to which you have implemented the following technologies to support customer service: customer-service expert / knowledge-based system.
50125	Managers in the information systems unit understand the business operations of the customer service unit.
50126	Managers in the information systems unit understand the business strategies of the customer service unit.
50127	There is a common understanding between managers in customer service and information systems units regarding how to use information technology to improve customer service.
50128	Managers in the customer service unit recognize the potential of IT as a tool to increase the productivity (efficiency) of the customer service representatives.
50129	Managers in the customer service unit recognize the potential of IT as a tool to improve the quality of service delivered by the customer service unit.
50130	There is a common understanding between managers in the information systems and customer service units regarding how to use IT to improve customer service.
50131	The customer service unit gives customers prompt service.
50132	Customer service representatives are empowered to solve customers' problems.
50133	When the customer service unit promises to do something for a customer by a certain time  it does so.
50134	When a customer has a problem  the customer service unit shows sincere interest in solving it.
50135	The customer service unit performs the service accurately the first time.
50136	What was the overall rating in your last survey of customers to evaluate the unit's customer service quality: unsatisfied - satisfied?
50137	What was the overall rating in your last survey of customers to evaluate the unit's customer service quality: poor - excellent?
50138	What was the overall rating in your last survey of customers to evaluate the unit's customer service quality: extremely poor - extremely good?
50139	Our company has established corporate rules and standards for hardware and operating systems to ensure platform compatibility.
50140	Our company has identified and standardized data to be shared across systems and business units.
50141	Our customer service representatives and agents can access all data pertinent to a customer through a single interface.
50142	Customer service unit has established clear standards for the quality of service to be delivered.
50143	The company measures and tracks the quality of service provided by the customer service unit.
50144	Customer service representatives are informed about external customer evaluations of the quality of service delivered by the customer service unit.
50145	The company offers competitive salaries to customer service representatives.
50146	Customer service representatives are recognized for delivering quality service.
50154	Of the last five projects with which you have been associated  how many were cases of project escalation?
50155	Of all the projects with which you have been associated during your years as an information systems control professional  what percentage would you classify as cases of project escalation?
50156	In your judgment what  percentage of all IS development projects are cases of project escalation?
50171	During this meeting  to what extent did both clients and developers ask about the other party's unstated reactions to ideas?
50172	During this meeting  to what extent did both clients and developers use multiple ways to describe an idea?
50173	During this meeting  to what extent did both clients and developers identify differences that were not immediately obvious to participants?
50174	During this meeting  to what extent did both clients and developers  focus on understanding or achieving others' personal goals  aside from program specifications?
50175	During this meeting  to what extent did both clients and developers  generate several alternatives that accomplished at least one shared goal?
50176	During this meeting  to what extent did both clients and developers compare alternatives to fallback positions?
50177	During this meeting  to what extent did you meet obligations for this meeting?
50178	During this meeting  to what extent did the developers meet obligations for this meeting?
50179	To what extent did the dialogue in the meeting reorient your thinking about requirements?
50180	To what extent did the dialogue in the meeting question your preconceptions about requirements?
50181	To what extent did the dialogue in the meeting expand your scope of thinking about the requirements?
50182	Now that the semester has ended  what is your current assessment of the probability (0%-100%) that the prototype will be carried forward to implementation in the Spring?
50183	To what extent did the team meet your original requirements?
50184	To what extent did the team provide you with all the client-requested features  functions  and capabilities that were expected early in the project?
50185	Number of points given to team based on ratings of the quality of the prototype and life cycle deliverables by a panel of software engineering experts.
50186	As a result of this last semester's interactions with the students (joint meetings  prototype showings  and presentations) to what extent did these combined experiences allow you to learn specific ways in which users perform their work?
50187	As a result of this last semester's interactions with the students (joint meetings  prototype showings  and presentations) to what extent did these combined experiences give you new understanding  insights  and knowledge about business processes in general  which you can apply to future contexts (e.g. how to improve customer service  how business-to-business web functions ought to work  etc.)?
50188	As a result of this last semester's interactions with the students (joint meetings  prototype showings  and presentations) to what extent did these combined experiences broaden your overall knowledge about how technologies can be used in different contexts in the real world (e.g. handheld devices  web tools  platforms and databases and their compatibilities)?
50189	As a result of this last semester's interactions with the students (joint meetings  prototype showings  and presentations) to what extent did these combined experiences Add constructively to your general inventory of project management skills (e.g. how to manage a project team  how to negotiate  changes of scope  etc.)?
