variable_id	variable_definition
81528	The prespecification by the client of desired final and intermediate vendor outputs without regard to how they are achieved.
81529	The client explicitly prescribing methods  procedures  and techniques to the vendor for accomplishing project activities.
81530	The degree of expertise specialization within the respondent’s set of personal contacts.
81531	The values and beliefs shared by the client and vendor to align their interests and objectives in the context of a project.
81532	Percentage of people in the personal network that the respondent had collaborated with in the past.
81533	The extent to which the overall working relationship between the client and vendor was characterized by regular interactions  frequent communication  and close working relationships.
81534	Total size of the personal network as the number of people in the network.
81535	Whether the client and vendor had a history of collaboration.
81536	Number of years the respondent had spent developing his or her personal network.
81537	The project relative to others previously completed by the vendor on person-months   of development work  project duration  and dollar budget.
81538	The extent to which the client’s project requirements could easily be documented  explained to the vendor firm in writing  and communicated formally.
81540	Fixed price contract or time-and-materials contract.
81542	Client’s understanding of system architectures  programming languages  detailed technical design  application development tools  and software development methodologies at the outset in the context of the outsourced project.
81543	The vendor’s understanding of the client firm’s business rules and heuristics  business processes  day-to-day business routines  and a holistic understanding of the client’s business at the outset of the project.
81544	Mainframe  Unix  or Web platform.
81546	Veteran presence in the software industry.
81547	Vendor employee count.
81549	Whether the vendor was an indigenous Indian firm or a joint venture or subsidiary of a foreign firm.
81550	Financial services  retail  or manufacturing.
81552	Task information seeking (seeking for technical problem-solving information in various tasks) or social information seeking (seeking for information regarding the social environment and interpersonal relationships in the organization).
81553	The source’s understanding of the seeker’s situation and the relevance and helpfulness of information obtained from the source in the past.
81554	Relationship improvement  relationship maintenance  informing of progress  and indication of mutual dependence.
81555	The preference for the source  importance of the source  and likelihood of approaching the source as the first choice in comparison with other sources.
81556	The average sourcing frequency for a type of information per month from a particular source.
81557	Proximity of the information source to the seeker.
81558	Whether the seeker and the source had worked or were working in the same project.
81559	The number of hierarchical levels the source was above the seeker.
81560	Embarrassment  image risk  feeling of nervousness  and being afraid of appearing incompetent.
81561	Whether the seeker and source had the same or opposite genders.
81562	The difference in age between the seeker and the source.
81563	The difference in rank between the seeker and the source.
81567	Respondents' rankings of the importance of major information technology (IT) outsourcing objectives (reducing IT costs  improving speed and responsiveness of IT activities  improving IT service quality  facilitating focus on core competencies  improving business process performance  allowing focus on strategic IT initiatives  improving alignment of IT with the business  acquiring scarce or new IT skills  and transforming the internal IT organization) in their outsourcing.
81568	The degree to which different objectives (reducing IT costs  improving speed and responsiveness of IT activities  improving IT service quality  facilitating focus on core competencies  improving business process performance  allowing focus on strategic IT initiatives  improving alignment of IT with the business  acquiring scarce or new IT skills  and transforming the internal IT organization) had been achieved versus expectations.
81569	Whether each of the following was used as a performance metric in the contract: reductions in business costs  improvement in business unit satisfaction with information technology (IT) services  improvement in business productivity  improvement in product/services quality  improvement in end customer satisfaction  improvement in key business process metrics  reductions in IT costs  improvement in IT user satisfaction  improvement in IT productivity  improvement in IT services quality  and improvement in pro?ts.
81577	Participants' estimates of what percentage of major actions their organization took in 2008 that    based on their organization’s assessment  met or addressed customer needs.
81579	Whether or not a participant's organization makes a particular Web-based tool available to its customers through its web site.
81582	Product sales within the camera product category.
81583	The amount of word-of-mouth disseminated.
81584	Customers' opinions (positive or negative) about product quality.
81587	Average customer rating of product at Amazon.com.
81588	Average customer rating of product at Cnet.com.
81589	Average customer rating of product at DpReview.com.
81590	Average customer rating of product at Epinions.com.
81591	Number of reviews of product on Amazon.com.
81592	Number of reviews of product on Cnet.com.
81593	Number of reviews of product on DpReview.com.
81594	Number of reviews of product on Epinions.com.
81595	Price offered by Amazon.com for product.
81596	Variance of Amazon reivew ratings for product.
81597	Level of web search interest reported by Google for product.
81598	Days since release of product at Amazon.com.
81599	Average customer rating with more than 80% helpful votes of product.
81600	A percentage value by subtracting the used car’s benchmark value from the final bid (either the highest bid for winning bidders or the second highest bid for runner-up bidders) and dividing by the  benchmark value to obtain the standardized difference from the benchmark value.
81601	The overall reliability score reported by JD Power & Associates was used for each car brand.
81602	Consumer ratings for each used car on Edmunds.com denote how “hot” or popular that used car model is.
81603	The auction duration showed the number of days the car was auctioned  which ranged from 3 to 10 days.
81604	This binary variable showed if the product was listed as a featured (bolded) item on eBay’s Web site.
81605	This binary variable showed if the auction ended during a weekday or the weekend.
81606	This binary variable showed whether the auction ended in the early morning hours (12:00 a.m. to 6:00  a.m.) or regular hours.
81607	This variable captured how many unique bids from different buyers were placed during an action.
81608	The number of times each car had previously been listed.
81609	The number of past completed transactions on eBay.
81610	The number of each seller’s positive lifetime ratings.
81611	Each seller’s negative ratings.
81612	The number of a seller’s past transactions of used cars on eBay Motors.
81613	Whether the seller was an individual or a professional dealer (verified by number of used car transactions and product  listing).
81614	How many interactions the buyer had with the seller (e-mail or phone).
81615	Whether the used car was both inspected by an independent third party  and also that the inspection report was made publicly available to buyers.
81616	Whether the used car’s online description made the history report available to buyers  either through Carfax or Autocheck.
81617	Whether the car came with a manufacturer’s warranty or a warranty from an extended warranty firm.
81619	A hidden value that sellers set and that buyers must exceed to win the auction.
81620	A percentage of the used car’s book value.
81621	The seller’s fixed posted price (measured as a percentage relative to book value).
81622	Coders were presented with a textual description of the online product.
81623	Coders were presented with a visual description of the online product.
81624	Coders were presented with a multimedia presentation of the online product.
81625	The buyer’s difficulty in evaluating the product.
81626	The buyer's difficulty in predicting how the product will perform in the future.
81627	The buyer's overall difficulty in evaluating the product and predicting how it will perform in the future.
81628	Whether the seller is capable  and honest.
81629	Whether or not the seller has fulfillment problems  delivery delays  contract default  and fraud.
81630	The seller's overall rating from seller moral hazard and adverse seller selection.
81634	Keywords with low levels of prepurchase quality uncertainty (apparel  books  cameras  cell phones  computers  flight tickets  music CDs  PDA  printers  refrigerators  television  and toys).
81635	Keywords with high levels of prepurchase quality uncertainty (brokerages  carpet cleaners  cruises  driving school  kitchen appliance repair  moving nd storage  plumbing  real estate brokers  remodeling  special event planners  tailors  and tax services).
81636	The average position in the paid results obtained by the seller over all the days that she bid.
81637	The corresponding ordinal rank for each seller within a keyword market.
81638	The quality of the seller’s offerings as well as the seller’s reliability/trustworthiness - the propensity of the advertiser to truthfully represent the quality of its offerings.
81639	The average fraction of page views per million by a Web user that go to a particular website (page view)  and the proportion of all Web users that visit the website (page reach).
81640	Consumer-provided scores of a seller’s overall reliability.
81641	Number of incoming links to a website.
81642	The participant was presented with a sample query.
81643	The participant was not presented with a sample query.
81644	Whether or not the participant composed queries from scratch.
81645	Whether the anchors were surface-structure anchors or deep-structure anchors.
81646	Participants were presented with the Gene Ontology database.
81647	Participants were presented with a university registration system.
81648	Whether or not the submitted query correctly answers the information request.
81649	The number of minutes between when a user was shown the information request and when the user indicated that the written query answered the information request.
81650	Participants' ability to adjust from the anchor as the percentage of anchors correctly adjusted.
81653	Participant’s self-reported con?dence that the query he  or she produced accurately satis?es the information  request.
81654	The degree to which participants’ con?dence in the correctness of their queries predicts the actual  correctness of the queries.
81655	The level at which individuals believe the target IS improves the task performances in organizations.
81656	The degree to which using the target IS is effortless and easy.
81657	The user’s perception of his or her dependency on the target IS in performing tasks in terms of intensity of use  frequency of use  and general dependency on the system.
81658	The individual user’s perception of easy execution of tasks  reduction of task loads  and improvement in task execution capabilities as a result of using a particular system.
81659	The level of agreement among users on how a target system ought to be used.
81660	The degree to which the current usage of the IS is consistent with the designer’s plans.
81661	Organizational processes that reward and encourage experimentation and learning facilitate quicker familiarity with technology.
81662	Mechanisms that reduce technostress creators and technostress-related strains include considering users’ views in discussions on the rationale for new applications  involving them in systems implementation  incorporating their requirements wherever possible into system design and configuration  communicating workflow and process changes  benefits  and opportunities accompanying the introduction of new information and communications technologies to users  and encouraging them to use  try out  and assess new applications.
81663	The extent to which the following characteristics described the overall relationships among the departmental components (e.g.  departmental IT infrastructure and applications) of the ?rm’s enterprise IT architecture: plug-and-play  highly interoperable  well-understood interdependencies  and minimal unnecessary interdependencies.
81664	Situations where information and communications technologies  force users to work faster and longer.
81665	The invasive effect of information and communications technologies in terms of creating situations where users can potentially be reached any time  employees feel the need to be constantly “connected ” and there is a blurring between work-related and personal contexts.
81666	The extent to which the following aspects of IT were well established at the enterprisewide level: IT standards  IT policies  IT architecture  compliance guidelines for line function IT applications  and compliance guidelines for line function IT infrastructure.
81667	How the primary responsibility for the following IT decisions was distributed between the IT and line functions:  identifying IT investment opportunities  establishing IT performance metrics  de?ning IT service level expectations (e.g.  service level agreements)  setting timelines for IT initiatives  and setting budgets for IT initiatives.
81668	How the primary responsibility for how the following IT activities be performed was distributed between the IT and  line functions: choosing application platforms  choosing programming languages and tools  IT sourcing decisions (e.g  purchasing  outsourcing  or in-house development)  de?ning IT standards and policies  and de?ning an IT infrastructure strategy.
81669	The extent to which the IT function  in the work that it produced for the line functions  was: agile  adaptive  ?exible  able to improvise  responsive to changing line function needs and priorities  and responsive.
81670	The extent to which the work that the IT function produced for the various line functions was well aligned with the line functions: activities  expectations  needs  demands  priorities  and business objectives.
81671	The degree to which the overall working relationships between IT and line functions were characterized by: regular interactions  frequent communications  and close working relationships.
81672	The complexity associated with information and communications technologies makes users feel inadequate as far as their skills are concerned and forces them to spend time and effort in learning and understanding   various aspects of information communications technologies.
81673	Situations in which users feel threatened about losing their jobs either to automation resulting from new information and communications technologies or to other people who have a better understanding of the information and communication technology.
81674	Continuing changes and upgrades in information and communications technologies that unsettle users and create uncertainty for them in that they worry about constantly learning and educating themselves about new information and communication technology.
81675	A positive attitude and perception of the individual toward the content of  information and communications technologies that he or she uses in the course of day-to-day processes.
81676	The overall extent to which members of the IT unit understood the following aspects of their organization’s line functions: their unique norms  their unique business goals  their unique business processes  their day-to-day work practices  and their unique business rules and policies.
81677	The overall understanding of the members of line functions about the following: IT architectures  systems integration  IT implementation processes  technical feasibility constraints  IT infrastructure technologies (e.g.  networks  servers  e-mail  Intranets)  and IT infrastructure management (e.g.  maintenance and upgrades).
81678	The extent to which the IT needs and requirements of the various line functions could be: easily documented   easily explained to the IT unit  easily conveyed to the IT unit  and conveyed formally (e.g.  through documents  reports  requirements  and manuals).
81679	Whether the CIO served on the organizaiton's board of directors.
81680	The number of years lapsed since an IT department was ?rst created in the organization.
81681	The percentage of the organization’s annual revenue spent on IT relative to its top ?ve direct competitors.
81682	Number of employees in the organization.
81686	Participants were asked on average how much time (in hours) they used the collaboration tool  and what percentage of the time they use the collaboration tool.
81701	Loyalty programs  rewards  and bene?ts that a consumer will lose upon switching and also include contractual obligations that impose penalties for switching.
81702	The actual value of a new vendor’s service is less than expected  resulting in lost performance  money  and  convenience.
81703	Psychological costs that come from the affective loss of severing ties  with a brand that one has bonded with.
81704	The time and effort required to ?nd and compare providers before switching.
81705	The time  effort  and money required to end a service with one online provider and start a new service with another.
81706	The time and effort needed to adapt to a new provider.
81707	The perceived fairness of the service’s price for the level of quality and complexity of features offered.
81708	Past investments of time  effort  and money that consumers sink into their  relationships with service providers.
81709	Users’ beliefs in their pro?ciency with an information technology related task and accounts for factors  such as the encouragement of peers and  the availability of technical support.
81716	The length of experience with the current internet service provider.
81717	The breadth of service features offered by the internet service provider.
81718	The bundling of Internet service with other  telecommunication services.
81719	A mental distancing from one’s work  and reflecting doubt and distrust in one's work.
81720	Whether employees find their employment sufficiently satisfactory to continue in it  either permanently or until they have prepared for greater responsibilities.
81721	Effective completion of tasks and projects.
81722	Confusion regarding the definition and expectations of the job.
81723	The perception of inconsistent or incompatible job expectations.
81724	The extent to which one is faced with too much to do in the time available.
81730	Participants who supported various types of software development  systems integration  or software maintenance projects.
81731	The extent to which CRM tools are utilized to coordinate employee customer-facing activities across function  centrally store customer information  and share customer information across intra-organizational boundaries.
81732	Initial stage of software process capability.
81733	Repeatable stage of software process capability.
81734	Defined stage of software process capability.
81735	Managed stage of software process capability.
81736	Optimizing stage of software process capability.
81737	The tools included in the measure focuson activities that affect resource allocation decisions(e.g.  sales planning activities  customer forecasting)or are utilized to assess the efficacy of resource allocation decisions (e.g.  marketing performance analysis).
81738	The extent to which their firm was able to meet or exceed financial performance goals.
81739	Respondents were asked to indicate based on monthly expenditures  would you categorize your firm as one of this provider’s (a) smallest customers  (b) typical customers  or (c) largest customers?
81740	An individual level construct requiring an individual to assess another individual and form a trust belief about him or her. There is one set of three dependent variables (trust belief in character 1  trust belief in character 2  and trust belief in character 3).
81741	All three characters exhibited behaviors that ful?lled the needs of the team; these behaviors displayed ability (producing high-quality work products)  benevolence (caring for other team members)  and integrity (completing work products on time as they committed to do).
81742	All three characters exhibited behaviors that reneged on meeting the needs of the team; these behaviors displayed lower ability (producing work products that mother characters complained about and had to redo)  lower benevolence (refusing to work on tasks requested by others)  and lower integrity (failing to complete tasks on time as agreed).
81743	Participants in the PEBC treatment were informed prior to reading the e-mail communication that they would perform a postevent evaluation and would evaluate each of the three characters’ responsibilities and performance. Second  to provide an evaluation  participants completed the report after reading the e-mail communication but prior to reporting their trust beliefs.
81744	Participants in the no PEBC treatment were not informed of the report prior to reading e-mail communication but they performed it after reporting  their trust beliefs so that the report did not in?uence their trust beliefs.
81745	A “generalized attitude” learned from both observed behavior and personal experiences of ful?lled and unful?lled promises.
81746	Business managers/staff in your company actively perform  or contribute to decision-making in documenting business processes or transactions for risk evaluation  ensuring key controls exist to mitigate specific types of risks  defining procedural controls (for example  rules for access control)  implementing controls  reviewing or testing controls  remediating defective controls  communicating Sarbanes-Oxley policies.
81747	Business users (from functional lines of business) in your company actively participated in defining  reviewing  or approving any of the following types of information security controls related to protecting financial information or reporting.
81748	During the past 12 months  the following actions occurred in your company to provide management accountability for information security.
81749	A continuous process of identifying and prioritizing information system security risk  and implementing and monitoring controls.
81751	The different target groups that exhibit a consciousness about organizational policies  procedures  or the need to protect sensitive information.
81755	Reported reduction in the number or significance of control errors.
81756	The increase in efficiency across the system of controls in place to protect financial information from security risks.
81757	A positive attitude and perception of the individual toward accuracy of  information and communications technologies that he or she uses in the course of day-to-day processes.
81758	A positive attitude and perception of the individual toward the output of  information and communications technologies that he or she uses in the course of day-to-day processes.
81759	A positive attitude and perception of the individual toward the ease of use of  information and communications technologies that he or she uses in the course of day-to-day processes.
81760	A positive attitude and perception of the individual toward the timeliness of  information and communications technologies that he or she uses in the course of day-to-day processes.
81761	The degree to which individuals use   information and communications technologies to enhance their work performance and outcomes.
81762	Greater decision effectiveness  better decision quality  and less time to make decisions.
81767	Buyers are asked to rate the transaction after its completion by assigning a rating of good  neutral  or poor.
81768	Buyer earnings for each round were calculated as: ($1)-(amount sent to seller) C (amount returned by seller).
81769	Earnings for sellers were calculated as: (amount received from buyer * 4) - (amount returned to buyer).
81770	In the reputation condition the buyer was asked to rate the transaction upon its completion.
81771	In the control condition no reputation variable was presented  therefor the participant waited until the end of the game to rate the seller.
81772	In the interception condition  seller's returns could be intercepted.
81773	In the control condition  seller's returns had no chance of being intercepted.
81774	The viewpoints of of doctors about how Electronic health record system (EHRS) influence their role in diagnosing and treating patients.
81776	The perception among clinicians that there may be negative consequences to their role behaviors associated with Electronic health record system (EHRS) assimilation.
81777	The following question refers to the potential influence of external entities on your practice's decision to adopt an EHRS.
81778	The extent to which the respondents practice uses the following features/components of an EHRS.
81779	What the respondents position at this practice (i.e. physician  office manager  other).
81782	The number of physicians in the practice.
81783	The extent to which the cost of Electronic health record system (EHRS) implementation is a concern to your practice.
81784	The computing skills of the clinical and administrative staff in the practice.
81785	The following questions refer to the availability of adequate information technology (IT) infrastructure in the practice.
81787	The number of readers who read the blog each week.
81788	Whether the post was positive (it promoted the ?rm (employer)—either the company or any of its products—or if it was critical of a competitor or its products)  negative (it criticized the ?rm or its products  or if it promoted  competitors or their products)  or neutral.
81789	The number of other blogs citing the blog.
81790	The ratio of negative content to positive content.
81791	XML feed subscribers of blog.
81793	The ability to undertake successful improvisational actions by NPD work units relative to the competition.
81794	The extent to which IT functionalities are effectively used by NPD work units.
81795	The use of scheduling and time management  resource management  and task  assignment functionalities.
81796	The effective use of IT functionalities for coding and sharing of knowledge  creation of knowledge directories  and knowledge  networking.
81797	The effective use of conveyance  presentation  and convergence functionalities.
81798	Market and technological turbulence.
81800	The generation  dissemination  and responsiveness to market intelligence.
81801	The total number of actual completed auctions (won bids) during the following year.
81806	The acquisition  assimilation  transformation  and exploitation of knowledge.
81809	The buyer’s subjective opinion about the community of sellers in the marketplace.
81810	The buyer’s assessment of the average performance of the community of sellers in the marketplace
81811	The buyer’s propensity to trust the community of sellers in the marketplace.
81813	Resource allocation  task assignment  and synchronization.
81814	Amazon or ebay.
81815	The buyer’s number of past transactions with sellers in the marketplace.
81816	How many years the buyer has been a member in the marketplace.
81817	How many problematic transactions the buyer had with sellers in the past  which is re?ected by the negative ratings given to sellers.
81820	The contribution  representation  and interrelation of individual inputs.
81823	The ability to execute customer sales programs by understanding customer needs.
81824	The ability in research and development  product engineering  product design  and manufacturing.
81825	The ability to design incentives  monitor progress  and manage new product development activities.
81826	The combination of process ef?ciency and product effectiveness by multiplying the ef?ciency and effectiveness items.
81827	The quality of interaction among the  different operational areas  and it was shown to in?uence new product development  performance.
81828	A firm's routine engineering of existing  products  building new products based on existing ones  and developing radically new products.
81829	The work unit's experience in years.
81830	The number of members of the focal new product development work unit.
81831	The number of employees in the organization and the organization's revenues.
81832	The industry segment in which the new product development work unit operates.
81833	Whether the respondent was a senior (executive) or mid-level new product development manager.
81834	Costs of spam filter software and hardware.
81835	Costs of decision-making management tasks (e.g.  internal communication about data security or privacy issues within the organization)  setting up initial infrastructure (e.g.  training  purchasing  installation)  and yearly service costs (e.g.  maintenance  training  support requests).
81836	The time per day allocated to deleting spam and controlling the spam ?lter.
81837	The time spent inquiring about and installing spam ?lters.
81838	Whether the participant installed a spam filter.
81840	Professor  Ph.D. student  administrative office  filing clerk  or student assistant.
81841	Economics and business  medical school  agricultural school  natural science  humanitites  administration  or data center.
81842	Linux  Macintosh  Windows 2000  Windows 98  Windows NT  Windows XP  or Windows 95.
81843	Microsoft internet explorer  Opera  netscape  Firefox  or other.
81844	Whether the participant had given their e-mail address to friends/acquaintances or colleagues/business partners  and if it can be found on websites  in online directories  in online forums  or newsletter subscriptions.
81848	The product of the number of partner interface processes (PIPs) adopted and  extent of use of the PIPs.
81849	The percentage of transactions conducted  through PIPs.
81850	The number of business days to execute a business process using RosettaNet PIPs.
81851	A measure of relationship quality and a re?ection of improved coordination and better information sharing.
81867	Anticipated bene?ts from adopting the interorganizational business process standards.
81870	The degree to which IBPS are perceived as being consistent with precursor methods for executing interorganizational processes.
81871	Inability to forecast accurately whether  IBPS and associated technologies will  be stable over time and able to deliver  the intended outcomes.
81872	Innovativeness is the notion of openness  to new ideas as an aspect of a ?rm’s  culture.
81873	The degree to which a focal ?rm has  necessary technology infrastructure  and IT human resources to implement  IBPS.
81883	The extent to which an individual wants to present his or her preferred image in a virtual community of interest.
81884	An individual’s behavior to project a preferred image.
81885	The belief in the ability to present one’s online image in the virtual community.
81886	A state of motivation  arousal  or interest toward the online community.
81887	The perceived norms that members should manage and present their online  image in the virtual community of interest.
81891	The extent to which a person displays a tendency to be willing to depend on others across a broad spectrum of situations and persons.
81892	The extent to which information provided by the Web site meets user's needs.
81893	Individuals’ expected control over what organizations do with their information as well as the amount and types of information organizations  will collect.
81894	The extent to which communications can be tailored to meet the user's needs.
81895	Interpersonal difference in terms of previous privacy experience.
81896	The extent to which the web site allows all or most necessary transactions to be completed on-line.
81897	Subjects were provided with an interactive graphical interface of a mobile device that allows them  to restrict their location information released to the location-based service (LBS) provider.
81898	Subjects were show a TRUSTe seal with a URL link to the privacy policy of the LBS providers. A brief introduction explaining the mission of TRUSTe was also given to the subjects to make sure they understood the signi?cance of the TRUSTe seal.
81899	Subjects were told that the use of location-based service was governed by a newly enacted location privacy law which covered the collection and use of their personal information. Subjects were also presented with a piece of news related to the recent enactment of the location privacy law.
81900	The extent to which the web site is equivalent or better than other means of interacting with the company.
81901	Privacy concerns pertaining  to location-based service.
81902	Perceived control over personal information in the context of privacy.
81903	The extent to which the web site is competent to perform the required functions.
81904	The extent to which the information provided by the web site is reliable.
81905	The extent to which the website represents a company that has good intentions towards customers.
81906	The visual attractiveness of a Web site.
81907	The creativity and uniqueness of a Website.
81908	The emotional effect of using the Website and intensity of involvement.
81909	The Web site does not create dissonance for the user by an image in compatible with that projected by the firm through other media.
81910	Time to get a response after a request oran interaction with a Web site.
81911	The likelihood of visiting a Web site again.
81912	Attainment of a ?rm’s objectives in relation to its external environment.
81913	The ability of a ?rm’s processes to align and adapt resources and activities with its interorganizational relationship portfolio.
81914	The ability of a ?rm’s processes to coordinate interdependent activities and optimize operations with its interorganizational relationship portfolio.
81915	The ability of a ?rm’s processes to cope with changes in market requirements for products and services in conjunction with its interorganizational relationship portfolio.
81916	The ability of a ?rm’s processes to add  terminate  or substitute partners to its interorganizational relationship portfolio.
81917	The ability of a ?rm to integrate data  communication technologies  and transaction and collaboration applications with its interorganizational relationship portfolio.
81918	The ability of a ?rm to extend and recombine information technology resources with its interorganizational relationship portfolio.
81919	The density of the interorganizational relationship portfolio in terms of the number of major partners and their relative importance to the focal ?rm.
81920	General conditions of uncertainty related to demand ?uctuation  competitive intensity  and the frequency of technical breakthroughs.
81923	Average relationship length of the interorganizational relationship portfolio on a ?rm’s competitive process capabilities and on its competitive performance.
81932	Those resources that enable shared representations and interpretations among parties.
81933	Assets that are created and leveraged through social relationships  including trust and trustworthiness  norms  obligations  and identi?cation.
81934	Impersonal con?guration of linkages between people or units.
81942	Some employees were more involved and familiar with the system prior to its implementation.
81943	Employee perceptions about the extent to which the new enterprise resource planning system allows them to complete their tasks effectively and to generate innovative ideas to improve their work.
81944	The number of training sessions they had  attended prior to the implementation of the system.
81945	Number of employees within an organizational unit.
81946	Overall effect of the system at the unit level according to unit supervisors.
81947	Employee perceptions of the value of the new information generated by the new information system and includes an evaluation of the accuracy  suf?ciency  precision  and completeness of the new information.
81954	Users responded about whom they communicate with on a typical work day regarding questions about the new enterprise system.
81955	The extent to which one can use the system to achieve the intended goal.
81956	Subjective estimates of performance of decision aids.
81958	The degree to which a medium allows a user to establish personal connection with  other users.
81959	The identi?cation of uncoupling incidents.
81960	The pace of shoppers navigation is independent  and controlled by each individual.
81961	Two or more people synchronously viewed  the same Web pages through their individual Web browsers.
81962	Communication support as within-group factor text chat.
81963	Communication support as within-group factor voice chat.
81974	Participants were also asked innocuous questions such as   I will feel ashamed because of my poverty    I like holidays .
81977	The extent to which a person likes to do things with other people.
81978	The closeness of the social relationship between shopping partners.
81979	A bond between a member and a particular community that is based on the member’s belief that his or her involvement provides net bene?ts that are not easily available elsewhere.
81980	A bond between a member and a particular community that is based on the member’s sense of obligation towards that community.
81981	A belief that  as a result of interacting with product data  a customer is aware of and understands the consequences of using  consuming or owning the product.
81982	A bond between a member and a particular community that is based on the member’s strong emotional attachment to that community.
81983	Individuals who work to actively maintain and promote conversations in the community by guiding discussions towards collectively valued themes  managing disputes between users  and discouraging off-topic posts.
81984	A primary mechanism by which individuals obtain the direct informational and social bene?ts available from a community.
81985	Individuals who are contributing new information resources that help others and may also improve the posting individual’s status and reputation.
81989	The customers attitude toward the product
81990	The degree to which a person believes that the design of an online store enhances his or her ability to shop for products.
81991	Participants visited an online clothing store to assess a shirt and a pair of jeans.
81992	Participants visited an online eye-wear store to assess an eyeglass frame and/or a pair of sunglasses.
81993	Participants in the catalog only condition viewed the sunglass and/or frames in a catalog.
81994	Too much information is provided beyond the user’s needs resulting in perceptions of being overwhelmed.
81995	Request for information that is irrelevant or of a nature not needed for a system transaction.
81996	System fails to meet promises or expectations and such failure is perceived as purposeful by the user.
81997	System performs tasks that were not requested or expected creating a task interruption
81998	System requires unnecessary repetition of already performed steps (e.g.  entering in name and address twice  losing already stored information).
81999	User is left unsure whether the system processed a request by the user.
82000	Participants intention to use the system.
82001	A user’s evaluation of the system’s conveyance of semantic meaning and/or communication of knowledge.
82002	A user’s evaluation of the technical capabilities of the system and its usability.
82003	The perceived utility and bene?t an individual believes will accrue from using a system.
82004	The user’s expectancy of effort required to use the system.
82005	Participant used personal digital assistants to respond to questions posed by researchers.
82006	Participant used e-business websites to respond to questions posed by researchers.
82007	Participant used e-mail to respond to questions posed by researchers.
82009	Participants were asked to imagine that the car currently driven by their family was in better-than-average condition.
82010	Participant were asked to imagine that their current car was in worse-than-average condition.
82011	Participants used a recommendation agent that enables users to weigh the importance of attributes and obtain a ranked order of products based on each product’s weighted average.
82012	Participants used a recommendation agent that applies an elimination-byaspect strategy that enables users to set a minimum value on each attribute that must be met for products to be presented by the RA as choices.
82013	The magnitude of aversive stimuli or negative consequences for employees as a result of noncompliant information technology (IT) behavior.
82014	The frequency of aversive stimuli or negative consequences for employees as a result of noncompliant information technology (IT) behavior.
82015	The expectation that noncompliant information technology (IT) usage behavior will be punished.
82016	The perception of fairness resulting from being provided with explanations for the decision.
82017	The perceived fairness of decision-making processes.
82018	Perceptions of the severity appropriateness and consistency of punishment.
82019	Intention to follow the enterprise resource planning (ERP) operating standards of the company.
82020	Pleasurable or positive emotional state resulting from an individual’s information technology (IT) usage experience.
82021	The degree to which employees believe that using a particular system would enhance their job performance.
82022	The degree to which a person believes that using a system will be free of effort.
82023	How often analyst consults a knowledge management system to learn about  the organization’s pre-existing knowledge about a particular issue or problem.
82024	The perception that change and creativity are encouraged in the workplace.
82025	Self-determination with respect to work procedures  goals  and priorities.
82026	The extent to which analysts explore their own solutions to problems.
82027	The extent to which analysts exploit solutions to solve problems.
82029	Level I being ?rst-contact versus Level II that deals with escalation.
82032	Whether the application service provider (ASP) is still operational.
82033	Fixed price or time and materials.
82034	Misalignment between agency costs and contracts.
82035	The length of time the application service provider (ASP) agrees to provide service to the end user organization.
82036	The dif?culty in precisely de?ning the stream of services required from the application service provider (ASP).
82038	Whether the application involved a higher amount of interdependence with systems in the client organization.
82039	Whether the vendor needs to acquire company-speci?c knowledge to adequately perform the outsourced task.
82040	The amount of customization done for the client with respect to creating reports  application speci?c functionality  etc.
82041	Sharing of information  trust  and cooperation.
82042	An anticipation that the relationship persists into the future.
82043	An application service provider's (ASP) advantage in service delivery  such as the ability to manage its network  provide best practices  and improved technology.
82044	Number of employees.
82045	Degree of competition among application service providers (ASPs).
82046	The time from founding in years to January 2001.
82047	Whether the founder(s) has an advanced degree.
82048	The experience of the founder(s) in related industries.
82049	Whether the application service provider (ASP) holds a patent.
82050	Whether the application service provider (ASP) has alliances with prominent IT vendors or service providers.
82051	The application service provider's (ASP's) usage of open standards.
82052	Access either to capital markets or venture capital funding.
82053	Whether the client is a large publicly traded ?rm that is likely to be highly visible  whether the client accounts for a majority of the sales volume  and whether the application service provider's (ASP’s) marketing efforts  as reported in the interviews we conducted  depend on customer referrals.
82055	A medium for personal health information and electronic health information privacy concern.
82056	Individual extrinsic motivation toward using information and communication technologies (ICT) offered through a government digital-inequality initiative (GDI).
82057	Individual intrinsic motivation toward using information and communication technologies (ICT) offered through a government digital-inequality initiative (GDI).
